Collection_Code,Formula,Prototype,composition,composition_oxid,max_ionic_char,avg_ionic_char,min_Number,max_Number,range_Number,mean_Number,avg_dev_Number,mode_Number,min_MendeleevNumber,max_MendeleevNumber,range_MendeleevNumber,mean_MendeleevNumber,avg_dev_MendeleevNumber,mode_MendeleevNumber,min_AtomicWeight,max_AtomicWeight,range_AtomicWeight,mean_AtomicWeight,avg_dev_AtomicWeight,mode_AtomicWeight,min_MeltingT,max_MeltingT,range_MeltingT,mean_MeltingT,avg_dev_MeltingT,mode_MeltingT,min_Column,max_Column,range_Column,mean_Column,avg_dev_Column,mode_Column,min_Row,max_Row,range_Row,mean_Row,avg_dev_Row,mode_Row,min_CovalentRadius,max_CovalentRadius,range_CovalentRadius,mean_CovalentRadius,avg_dev_CovalentRadius,mode_CovalentRadius,min_Electronegativity,max_Electronegativity,range_Electronegativity,mean_Electronegativity,avg_dev_Electronegativity,mode_Electronegativity,min_NsValence,max_NsValence,range_NsValence,mean_NsValence,avg_dev_NsValence,mode_NsValence,min_NpValence,max_NpValence,range_NpValence,mean_NpValence,avg_dev_NpValence,mode_NpValence,min_NdValence,max_NdValence,range_NdValence,mean_NdValence,avg_dev_NdValence,mode_NdValence,min_NfValence,max_NfValence,range_NfValence,mean_NfValence,avg_dev_NfValence,mode_NfValence,min_NValence,max_NValence,range_NValence,mean_NValence,avg_dev_NValence,mode_NValence,min_NsUnfilled,max_NsUnfilled,range_NsUnfilled,mean_NsUnfilled,avg_dev_NsUnfilled,mode_NsUnfilled,min_NpUnfilled,max_NpUnfilled,range_NpUnfilled,mean_NpUnfilled,avg_dev_NpUnfilled,mode_NpUnfilled,min_NdUnfilled,max_NdUnfilled,range_NdUnfilled,mean_NdUnfilled,avg_dev_NdUnfilled,mode_NdUnfilled,min_NfUnfilled,max_NfUnfilled,range_NfUnfilled,mean_NfUnfilled,avg_dev_NfUnfilled,mode_NfUnfilled,min_NUnfilled,max_NUnfilled,range_NUnfilled,mean_NUnfilled,avg_dev_NUnfilled,mode_NUnfilled,min_GSvolume_pa,max_GSvolume_pa,range_GSvolume_pa,mean_GSvolume_pa,avg_dev_GSvolume_pa,mode_GSvolume_pa,min_GSbandgap,max_GSbandgap,range_GSbandgap,mean_GSbandgap,avg_dev_GSbandgap,mode_GSbandgap,min_GSmagmom,max_GSmagmom,range_GSmagmom,mean_GSmagmom,avg_dev_GSmagmom,mode_GSmagmom,avg_anion_electron_affinity,band_center,chg_dispro,e1_symbol,e1_avg_oxi,e2_symbol,e2_avg_oxi,e1_composition,e1_Number,e1_MendeleevNumber,e1_AtomicWeight,e1_MeltingT,e1_Column,e1_Row,e1_CovalentRadius,e1_Electronegativity,e1_NsValence,e1_NpValence,e1_NdValence,e1_NfValence,e1_NValence,e1_NsUnfilled,e1_NpUnfilled,e1_NdUnfilled,e1_NfUnfilled,e1_NUnfilled,e1_GSvolume_pa,e1_GSbandgap,e1_GSmagmom,e2_composition,e2_Number,e2_MendeleevNumber,e2_AtomicWeight,e2_MeltingT,e2_Column,e2_Row,e2_CovalentRadius,e2_Electronegativity,e2_NsValence,e2_NpValence,e2_NdValence,e2_NfValence,e2_NValence,e2_NsUnfilled,e2_NpUnfilled,e2_NdUnfilled,e2_NfUnfilled,e2_NUnfilled,e2_GSvolume_pa,e2_GSbandgap,e2_GSmagmom
619362,Ca2Hg,Co2Si,Ca2 Hg1,Ca0+2 Hg0+1,0.22119921692859512,0.0491553815396878,20.0,80.0,60.0,40.0,26.666666666666668,20.0,7.0,71.0,64.0,28.333333333333332,28.444444444444446,7.0,40.078,200.59,160.512,93.582,71.33866666666667,40.078,234.32,1115.0,880.6800000000001,821.44,391.41333333333336,1115.0,2.0,12.0,10.0,5.333333333333333,4.444444444444444,2.0,4.0,6.0,2.0,4.666666666666667,0.888888888888889,4.0,132.0,176.0,44.0,161.33333333333334,19.555555555555554,176.0,1.0,2.0,1.0,1.3333333333333333,0.4444444444444444,1.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,3.3333333333333335,4.444444444444444,0.0,0.0,14.0,14.0,4.666666666666667,6.222222222222221,0.0,2.0,26.0,24.0,10.0,10.666666666666666,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.2375862069,37.77,12.532413793100002,33.59252873563334,5.569961685822222,37.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.6631483695152722,False,Hg,0.0,Ca,0.0,Hg1,80.0,71.0,200.59,234.32,12.0,6.0,132.0,2.0,2.0,0.0,10.0,14.0,26.0,0.0,0.0,0.0,0.0,0.0,25.2375862069,0.0,0.0,Ca1,20.0,7.0,40.078,1115.0,2.0,4.0,176.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,37.77,0.0,0.0
23722,MoO2,MoO2#VO2,Mo1 O2,Mo4+1 O2-2,0.33608423666452636,0.07468538592545029,8.0,42.0,34.0,19.333333333333332,15.111111111111109,8.0,50.0,87.0,37.0,74.66666666666667,16.444444444444443,87.0,15.9994,95.96,79.9606,42.65293333333333,35.53804444444444,15.9994,54.8,2896.0,2841.2,1001.8666666666667,1262.7555555555555,54.8,6.0,16.0,10.0,12.666666666666666,4.444444444444445,16.0,2.0,5.0,3.0,3.0,1.3333333333333333,2.0,66.0,154.0,88.0,95.33333333333333,39.11111111111111,66.0,2.16,3.44,1.2799999999999998,3.013333333333333,0.5688888888888889,3.44,1.0,2.0,1.0,1.6666666666666667,0.4444444444444444,2.0,0.0,4.0,4.0,2.6666666666666665,1.777777777777778,4.0,0.0,5.0,5.0,1.6666666666666667,2.222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,6.0,0.0,6.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444445,0.0,0.0,2.0,2.0,1.3333333333333333,0.888888888888889,2.0,0.0,5.0,5.0,1.6666666666666667,2.222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.3333333333333335,1.777777777777778,2.0,9.105,15.69,6.584999999999999,11.299999999999999,2.926666666666666,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-282000.0,6.062247965879599,False,Mo,4.0,O,-2.0,Mo1,42.0,50.0,95.96,2896.0,6.0,5.0,154.0,2.16,1.0,0.0,5.0,0.0,6.0,1.0,0.0,5.0,0.0,6.0,15.69,0.0,0.0,O1,8.0,87.0,15.9994,54.8,16.0,2.0,66.0,3.44,2.0,4.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,2.0,9.105,0.0,0.0
759752,SnO2,CaCl2,Sn1 O2,Sn4+1 O2-2,0.4216638471290559,0.0937030771397902,8.0,50.0,42.0,22.0,18.666666666666668,8.0,80.0,87.0,7.0,84.66666666666667,3.1111111111111094,87.0,15.9994,118.71,102.7106,50.236266666666666,45.64915555555555,15.9994,54.8,505.08,450.28,204.89333333333332,200.1244444444444,54.8,14.0,16.0,2.0,15.333333333333334,0.8888888888888887,16.0,2.0,5.0,3.0,3.0,1.3333333333333333,2.0,66.0,139.0,73.0,90.33333333333333,32.44444444444444,66.0,1.96,3.44,1.48,2.9466666666666668,0.6577777777777777,3.44,2.0,2.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,3.3333333333333335,0.8888888888888888,4.0,0.0,10.0,10.0,3.3333333333333335,4.444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,8.0,8.666666666666666,3.5555555555555554,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.6666666666666665,0.8888888888888888,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.6666666666666665,0.8888888888888888,2.0,9.105,33.285,24.179999999999996,17.165,10.746666666666664,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-282000.0,6.217757544908528,False,Sn,4.0,O,-2.0,Sn1,50.0,80.0,118.71,505.08,14.0,5.0,139.0,1.96,2.0,2.0,10.0,0.0,14.0,0.0,4.0,0.0,0.0,4.0,33.285,0.0,0.0,O1,8.0,87.0,15.9994,54.8,16.0,2.0,66.0,3.44,2.0,4.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,2.0,9.105,0.0,0.0
31326,TiO2,Rutile#TiO2,Ti1 O2,Ti4+1 O2-2,0.5944454949366794,0.13209899887481763,8.0,22.0,14.0,12.666666666666666,6.222222222222221,8.0,43.0,87.0,44.0,72.33333333333333,19.555555555555557,87.0,15.9994,47.867,31.867599999999996,26.62193333333333,14.163377777777777,15.9994,54.8,1941.0,1886.2,683.5333333333333,838.3111111111111,54.8,4.0,16.0,12.0,12.0,5.333333333333333,16.0,2.0,4.0,2.0,2.6666666666666665,0.8888888888888888,2.0,66.0,160.0,94.0,97.33333333333333,41.77777777777778,66.0,1.54,3.44,1.9,2.8066666666666666,0.8444444444444444,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.6666666666666665,1.777777777777778,4.0,0.0,2.0,2.0,0.6666666666666666,0.888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,5.333333333333333,0.888888888888889,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.3333333333333333,0.888888888888889,2.0,0.0,8.0,8.0,2.6666666666666665,3.555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,4.0,2.6666666666666665,2.0,9.105,16.69,7.585000000000001,11.633333333333335,3.371111111111112,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,7.5111111111e-06,1.00148148148e-05,0.0,-282000.0,5.812100762654849,False,Ti,4.0,O,-2.0,Ti1,22.0,43.0,47.867,1941.0,4.0,4.0,160.0,1.54,2.0,0.0,2.0,0.0,4.0,0.0,0.0,8.0,0.0,8.0,16.69,0.0,2.25333333333e-05,O1,8.0,87.0,15.9994,54.8,16.0,2.0,66.0,3.44,2.0,4.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,2.0,9.105,0.0,0.0
230261,CaGe2,ZrCl(filled)#SmSI,Ca1 Ge2,Ca0+1 Ge0+2,0.22510287470920864,0.050022861046490806,20.0,32.0,12.0,28.0,5.333333333333333,32.0,7.0,79.0,72.0,55.0,32.0,79.0,40.078,72.64,32.562,61.786,14.472,72.64,1115.0,1211.4,96.40000000000009,1179.2666666666667,42.84444444444451,1211.4,2.0,14.0,12.0,10.0,5.333333333333333,14.0,4.0,4.0,0.0,4.0,0.0,4.0,120.0,176.0,56.0,138.66666666666666,24.888888888888886,120.0,1.0,2.01,1.0099999999999998,1.6733333333333331,0.44888888888888884,2.01,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,1.3333333333333333,0.888888888888889,2.0,0.0,10.0,10.0,6.666666666666667,4.444444444444444,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,12.0,10.0,5.333333333333333,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.6666666666666665,1.777777777777778,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.6666666666666665,1.777777777777778,4.0,23.005,37.77,14.765000000000004,27.926666666666666,6.562222222222224,23.005,0.0,0.383,0.383,0.25533333333333336,0.1702222222222222,0.383,0.0,0.0,0.0,0.0,0.0,0.0,,3.9994362846845766,False,Ca,0.0,Ge,0.0,Ca1,20.0,7.0,40.078,1115.0,2.0,4.0,176.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,37.77,0.0,0.0,Ge1,32.0,79.0,72.64,1211.4,14.0,4.0,120.0,2.01,2.0,2.0,10.0,0.0,14.0,0.0,4.0,0.0,0.0,4.0,23.005,0.383,0.0
250595,NbS2,NbS2(hP6),Nb1 S2,Nb4+1 S2-2,0.21345079778654508,0.04743351061923224,16.0,41.0,25.0,24.333333333333332,11.111111111111109,16.0,47.0,88.0,41.0,74.33333333333333,18.222222222222225,88.0,32.065,92.90638,60.84138,52.34546,27.040613333333336,32.065,388.36,2750.0,2361.64,1175.5733333333335,1049.6177777777777,388.36,5.0,16.0,11.0,12.333333333333334,4.888888888888888,16.0,3.0,5.0,2.0,3.6666666666666665,0.8888888888888888,3.0,105.0,164.0,59.0,124.66666666666667,26.222222222222225,105.0,1.6,2.58,0.98,2.2533333333333334,0.43555555555555553,2.58,1.0,2.0,1.0,1.6666666666666667,0.4444444444444444,2.0,0.0,4.0,4.0,2.6666666666666665,1.777777777777778,4.0,0.0,4.0,4.0,1.3333333333333333,1.777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,1.0,5.666666666666667,0.44444444444444436,6.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444445,0.0,0.0,2.0,2.0,1.3333333333333333,0.888888888888889,2.0,0.0,6.0,6.0,2.0,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,3.6666666666666665,2.222222222222222,2.0,18.18,25.786875,7.606874999999999,23.25125,3.380833333333333,25.786875,0.0,2.202,2.202,1.468,0.9786666666666667,2.202,0.0,0.0,0.0,0.0,0.0,0.0,-400000.0,5.287881261198546,False,Nb,4.0,S,-2.0,Nb1,41.0,47.0,92.90638,2750.0,5.0,5.0,164.0,1.6,1.0,0.0,4.0,0.0,5.0,1.0,0.0,6.0,0.0,7.0,18.18,0.0,0.0,S1,16.0,88.0,32.065,388.36,16.0,3.0,105.0,2.58,2.0,4.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,2.0,25.786875,2.202,0.0
642372,Li2Si,Li2Si,Li2 Si1,Li0+2 Si0+1,0.1907116518286679,0.04238036707303731,3.0,14.0,11.0,6.666666666666667,4.888888888888889,3.0,1.0,78.0,77.0,26.666666666666668,34.22222222222222,1.0,6.941,28.0855,21.1445,13.989166666666668,9.397555555555556,6.941,453.69,1687.0,1233.31,864.7933333333334,548.1377777777778,453.69,1.0,14.0,13.0,5.333333333333333,5.777777777777779,1.0,2.0,3.0,1.0,2.3333333333333335,0.4444444444444445,2.0,111.0,128.0,17.0,122.33333333333333,7.555555555555557,128.0,0.98,1.9,0.9199999999999999,1.2866666666666666,0.40888888888888886,0.98,1.0,2.0,1.0,1.3333333333333333,0.4444444444444444,1.0,0.0,2.0,2.0,0.6666666666666666,0.888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,2.0,1.3333333333333333,1.0,0.0,1.0,1.0,0.6666666666666666,0.4444444444444445,1.0,0.0,4.0,4.0,1.3333333333333333,1.777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,2.0,1.3333333333333333,1.0,16.5933333333,20.44,3.8466666667000027,17.875555555533335,1.7096296296444464,16.5933333333,0.0,0.773,0.773,0.25766666666666665,0.3435555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.5047996256807314,False,Si,0.0,Li,0.0,Si1,14.0,78.0,28.0855,1687.0,14.0,3.0,111.0,1.9,2.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,20.44,0.773,0.0,Li1,3.0,1.0,6.941,453.69,1.0,2.0,128.0,0.98,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,16.5933333333,0.0,0.0
759746,SnO2,CaCl2,Sn1 O2,Sn4+1 O2-2,0.4216638471290559,0.0937030771397902,8.0,50.0,42.0,22.0,18.666666666666668,8.0,80.0,87.0,7.0,84.66666666666667,3.1111111111111094,87.0,15.9994,118.71,102.7106,50.236266666666666,45.64915555555555,15.9994,54.8,505.08,450.28,204.89333333333332,200.1244444444444,54.8,14.0,16.0,2.0,15.333333333333334,0.8888888888888887,16.0,2.0,5.0,3.0,3.0,1.3333333333333333,2.0,66.0,139.0,73.0,90.33333333333333,32.44444444444444,66.0,1.96,3.44,1.48,2.9466666666666668,0.6577777777777777,3.44,2.0,2.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,3.3333333333333335,0.8888888888888888,4.0,0.0,10.0,10.0,3.3333333333333335,4.444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,8.0,8.666666666666666,3.5555555555555554,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.6666666666666665,0.8888888888888888,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.6666666666666665,0.8888888888888888,2.0,9.105,33.285,24.179999999999996,17.165,10.746666666666664,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-282000.0,6.217757544908528,False,Sn,4.0,O,-2.0,Sn1,50.0,80.0,118.71,505.08,14.0,5.0,139.0,1.96,2.0,2.0,10.0,0.0,14.0,0.0,4.0,0.0,0.0,4.0,33.285,0.0,0.0,O1,8.0,87.0,15.9994,54.8,16.0,2.0,66.0,3.44,2.0,4.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,2.0,9.105,0.0,0.0
613883,Fe2B,CuAl2,Fe2 B1,Fe0+2 B0+1,0.010964447422521895,0.002436543871671532,5.0,26.0,21.0,19.0,9.333333333333334,26.0,55.0,72.0,17.0,60.666666666666664,7.5555555555555545,55.0,10.811,55.845,45.034,40.833666666666666,20.01511111111111,55.845,1811.0,2348.0,537.0,1990.0,238.66666666666666,1811.0,8.0,13.0,5.0,9.666666666666666,2.222222222222222,8.0,2.0,4.0,2.0,3.3333333333333335,0.8888888888888888,4.0,84.0,132.0,48.0,116.0,21.333333333333332,132.0,1.83,2.04,0.20999999999999996,1.9000000000000001,0.09333333333333334,1.83,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444445,0.0,0.0,6.0,6.0,4.0,2.6666666666666665,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,6.333333333333333,2.2222222222222223,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.6666666666666667,2.222222222222222,0.0,0.0,4.0,4.0,2.6666666666666665,1.777777777777778,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.333333333333333,0.44444444444444436,4.0,7.1725,10.73,3.5575,9.544166666666667,1.5811111111111111,10.73,0.0,1.524,1.524,0.508,0.6773333333333333,0.0,0.0,2.1106628,2.1106628,1.4071085333333333,0.9380723555555557,2.1106628,,4.116055309485429,False,B,0.0,Fe,0.0,B1,5.0,72.0,10.811,2348.0,13.0,2.0,84.0,2.04,2.0,1.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,5.0,7.1725,1.524,0.0,Fe1,26.0,55.0,55.845,1811.0,8.0,4.0,132.0,1.83,2.0,0.0,6.0,0.0,8.0,0.0,0.0,4.0,0.0,4.0,10.73,0.0,2.1106628
619376,CaIn2,CaIn2,Ca1 In2,Ca0+1 In0+2,0.14109761379215235,0.03135502528714497,20.0,49.0,29.0,39.333333333333336,12.888888888888888,49.0,7.0,75.0,68.0,52.333333333333336,30.222222222222218,75.0,40.078,114.818,74.74,89.90466666666667,33.217777777777776,114.818,429.75,1115.0,685.25,658.1666666666666,304.55555555555554,429.75,2.0,13.0,11.0,9.333333333333334,4.888888888888888,13.0,4.0,5.0,1.0,4.666666666666667,0.44444444444444436,5.0,142.0,176.0,34.0,153.33333333333334,15.111111111111114,142.0,1.0,1.78,0.78,1.5200000000000002,0.3466666666666666,1.78,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.6666666666666666,0.4444444444444445,1.0,0.0,10.0,10.0,6.666666666666667,4.444444444444444,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,11.0,9.333333333333334,4.888888888888888,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.3333333333333335,2.222222222222222,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.3333333333333335,2.222222222222222,5.0,24.26,37.77,13.510000000000002,28.763333333333335,6.004444444444445,24.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0516791799823806,False,Ca,0.0,In,0.0,Ca1,20.0,7.0,40.078,1115.0,2.0,4.0,176.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,37.77,0.0,0.0,In1,49.0,75.0,114.818,429.75,13.0,5.0,142.0,1.78,2.0,1.0,10.0,0.0,13.0,0.0,5.0,0.0,0.0,5.0,24.26,0.0,0.0
108752,VSn2,Mg2Cu,V1 Sn2,V0+1 Sn0+2,0.0268577401186475,0.005968386693032777,23.0,50.0,27.0,41.0,12.0,50.0,46.0,80.0,34.0,68.66666666666667,15.111111111111109,80.0,50.9415,118.71,67.76849999999999,96.12049999999999,30.119333333333334,118.71,505.08,2183.0,1677.92,1064.3866666666665,745.7422222222222,505.08,5.0,14.0,9.0,11.0,4.0,14.0,4.0,5.0,1.0,4.666666666666667,0.44444444444444436,5.0,139.0,153.0,14.0,143.66666666666666,6.222222222222219,139.0,1.63,1.96,0.33000000000000007,1.8499999999999999,0.14666666666666672,1.96,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,1.3333333333333333,0.888888888888889,2.0,3.0,10.0,7.0,7.666666666666667,3.1111111111111107,10.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,9.0,11.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.6666666666666665,1.777777777777778,4.0,0.0,7.0,7.0,2.3333333333333335,3.1111111111111107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,3.0,5.0,1.3333333333333333,4.0,13.01,33.285,20.275,26.526666666666667,9.011111111111108,33.285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.020683522292922,False,V,0.0,Sn,0.0,V1,23.0,46.0,50.9415,2183.0,5.0,4.0,153.0,1.63,2.0,0.0,3.0,0.0,5.0,0.0,0.0,7.0,0.0,7.0,13.01,0.0,0.0,Sn1,50.0,80.0,118.71,505.08,14.0,5.0,139.0,1.96,2.0,2.0,10.0,0.0,14.0,0.0,4.0,0.0,0.0,4.0,33.285,0.0,0.0
38316,CoP2,FeAsS#CoSb2,Co1 P2,Co2+1 P-2,0.02373869707974785,0.005275266017721744,15.0,27.0,12.0,19.0,5.333333333333333,15.0,58.0,83.0,25.0,74.66666666666667,11.111111111111109,83.0,30.973762,58.933195,27.959432999999997,40.293573,12.426414666666666,30.973762,317.3,1768.0,1450.7,800.8666666666667,644.7555555555556,317.3,9.0,15.0,6.0,13.0,2.6666666666666665,15.0,3.0,4.0,1.0,3.3333333333333335,0.4444444444444445,3.0,107.0,126.0,19.0,113.33333333333333,8.444444444444443,107.0,1.88,2.19,0.31000000000000005,2.0866666666666664,0.13777777777777786,2.19,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,2.0,1.3333333333333333,3.0,0.0,7.0,7.0,2.3333333333333335,3.1111111111111107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,4.0,6.333333333333333,1.7777777777777777,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,1.3333333333333333,3.0,0.0,3.0,3.0,1.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,3.0,10.245,22.5702380952,12.325238095200001,18.4618253968,5.477883597866668,22.5702380952,0.0,1.625,1.625,1.0833333333333333,0.7222222222222223,1.625,0.0,1.5484712,1.5484712,0.5161570666666667,0.6882094222222221,0.0,-72000.0,5.1265529263153855,False,Co,2.0,P,-1.0,Co1,27.0,58.0,58.933195,1768.0,9.0,4.0,126.0,1.88,2.0,0.0,7.0,0.0,9.0,0.0,0.0,3.0,0.0,3.0,10.245,0.0,1.5484712,P1,15.0,83.0,30.973762,317.3,15.0,3.0,107.0,2.19,2.0,3.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,3.0,22.5702380952,1.625,0.0
103607,PuFe2,Laves(cub)#MgCu2,Pu1 Fe2,Pu0+1 Fe0+2,0.0728361721882469,0.016185816041832644,26.0,94.0,68.0,48.666666666666664,30.222222222222218,26.0,24.0,55.0,31.0,44.666666666666664,13.777777777777779,55.0,55.845,244.0,188.155,118.56333333333333,83.62444444444445,55.845,913.0,1811.0,898.0,1511.6666666666667,399.1111111111111,1811.0,3.0,8.0,5.0,6.333333333333333,2.2222222222222223,8.0,4.0,7.0,3.0,5.0,1.3333333333333333,4.0,132.0,187.0,55.0,150.33333333333334,24.444444444444446,132.0,1.28,1.83,0.55,1.6466666666666667,0.24444444444444446,1.83,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,4.0,2.6666666666666665,6.0,0.0,6.0,6.0,2.0,2.6666666666666665,0.0,8.0,8.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.6666666666666665,1.777777777777778,4.0,0.0,8.0,8.0,2.6666666666666665,3.555555555555556,0.0,4.0,8.0,4.0,5.333333333333333,1.7777777777777777,4.0,10.73,18.08,7.349999999999998,13.18,3.2666666666666657,10.73,0.0,0.0,0.0,0.0,0.0,0.0,0.3180036375,2.1106628,1.7926591625000001,1.5131097458333336,0.7967374055555556,2.1106628,,,False,Pu,0.0,Fe,0.0,Pu1,94.0,24.0,244.0,913.0,3.0,7.0,187.0,1.28,2.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,8.0,8.0,18.08,0.0,0.3180036375,Fe1,26.0,55.0,55.845,1811.0,8.0,4.0,132.0,1.83,2.0,0.0,6.0,0.0,8.0,0.0,0.0,4.0,0.0,4.0,10.73,0.0,2.1106628
