CollectionCode	HMS	StructuredFormula	StructureType	Title	Reference	FormulaUnitsPerCell	Temperature	PublicationYear	Quality	
291041	C 1 2/c 1	Ge O2	Coesite#SiO2	Electronic and structural properties of germania polymorphs	Physical Review B: Condensed Matter and Materials Physics (2000) 62, (22) p. 14703-14711	16	293.00	2000	-1	
291042	C 1 2/c 1	Si O2	Coesite#SiO2	Electronic and structural properties of germania polymorphs	Physical Review B: Condensed Matter and Materials Physics (2000) 62, (22) p. 14703-14711	16	293.00	2000	-1	
291451	P 1 21/c 1	Zr O2	Baddeleyite#ZrO2(mP12)	First-principles study of phase transition and band structure of Zr O2 under pressure	Journal of Alloys and Compounds (2015) 645,  p. 352-357	4	293.00	2015	-1	
291452	P 42/n m c S	Zr O2	Zirconia#ZrO2(HT)	First-principles study of phase transition and band structure of Zr O2 under pressure	Journal of Alloys and Compounds (2015) 645,  p. 352-357	2	293.00	2015	-1	
291453	F m -3 m	Zr O2	Fluorite#CaF2	First-principles study of phase transition and band structure of Zr O2 under pressure	Journal of Alloys and Compounds (2015) 645,  p. 352-357	4	293.00	2015	-1	
423189	P 63/m m c	Fe2 Mo	Laves(2H)#MgZn2	Assessment of a low-cost protocol for an ab initio based prediction of the mixing enthalpy at elevated temperatures: the Fe-Mo system	Physical Review B: Condensed Matter and Materials Physics (2011) 83, (18)  Article ID 184201 (p. 1-7)	4	0.00	2011	-1	
423220	P 63/m m c	Y Tc2	Laves(2H)#MgZn2	Nuclear quadrupole moment of the (99)Tc ground state	Physical Review B: Condensed Matter and Materials Physics (2008) 77, (19)  Article ID 195118 (p. 1-5)	4	293.00	2008	-1	
423221	P 63/m m c	Zr Tc2	Laves(2H)#MgZn2	Nuclear quadrupole moment of the (99)Tc ground state	Physical Review B: Condensed Matter and Materials Physics (2008) 77, (19)  Article ID 195118 (p. 1-5)	4	293.00	2008	-1	
425310	P n m a	Fe B2		New superconducting and semiconducting Fe-B compounds predicted with an ab initio evolutionary search	Physical Review Letters (2010) 105,   Article ID 217003 (p. 1-4)	4	0.00	2010	-1	
670017	P 1 1 21/a	Sn O2		Topological modeling of reconstructive phase transitions through periodic surfaces: tin dioxide I - a calcium chloride to palladium fluoride type transition	Zeitschrift fuer Anorganische und Allgemeine Chemie (2015) 641, (8-9) p. 1503-1509	4	293.00	2015	-1	
670025	P n m a	Zr O2		Theoretical and experimental evidence for the post-cotunnite phase transition in zirconia at high pressure	Physics and Chemistry of Minerals (2015) 42, (5) p. 385-392	4	293.00	2015	-1	
670026	P -6 2 m	Zr O2		Theoretical and experimental evidence for the post-cotunnite phase transition in zirconia at high pressure	Physics and Chemistry of Minerals (2015) 42, (5) p. 385-392	3	293.00	2015	-1	
670142	F m -3 m	Ni Si2	Fluorite#CaF2	Generality of the 18-n rule: intermetallic structural chemistry explained through isolobal analogies to transition metal complexes	Inorganic Chemistry (2015) 54, (23) p. 11385-11398	4	293.00	2015	-1	
670147	P 1	Fe Si2		Generality of the 18-n rule: intermetallic structural chemistry explained through isolobal analogies to transition metal complexes	Inorganic Chemistry (2015) 54, (23) p. 11385-11398	8	293.00	2015	-1	
670150	P 62 2 2	Cr Si2	CrSi2	Generality of the 18-n rule: intermetallic structural chemistry explained through isolobal analogies to transition metal complexes	Inorganic Chemistry (2015) 54, (23) p. 11385-11398	3	293.00	2015	-1	
670154	F d d d Z	Ru Ga2	TiSi2	Generality of the 18-n rule: intermetallic structural chemistry explained through isolobal analogies to transition metal complexes	Inorganic Chemistry (2015) 54, (23) p. 11385-11398	8	293.00	2015	-1	
670157	I 4/m m m	Mo Si2	AlCr2#MoSi2	Generality of the 18-n rule: intermetallic structural chemistry explained through isolobal analogies to transition metal complexes	Inorganic Chemistry (2015) 54, (23) p. 11385-11398	2	293.00	2015	-1	
670163	C m c m	Zr Si2	ZrSi2	Generality of the 18-n rule: intermetallic structural chemistry explained through isolobal analogies to transition metal complexes	Inorganic Chemistry (2015) 54, (23) p. 11385-11398	4	293.00	2015	-1	
670165	P n n m	Ni Sb2	Marcasite#FeS2(oP6)	Generality of the 18-n rule: intermetallic structural chemistry explained through isolobal analogies to transition metal complexes	Inorganic Chemistry (2015) 54, (23) p. 11385-11398	2	293.00	2015	-1	
670166	P n n m	Fe Sb2	Marcasite#FeS2(oP6)	Generality of the 18-n rule: intermetallic structural chemistry explained through isolobal analogies to transition metal complexes	Inorganic Chemistry (2015) 54, (23) p. 11385-11398	2	293.00	2015	-1	
670167	C m c a	Pd Sn2	NiGe2	Generality of the 18-n rule: intermetallic structural chemistry explained through isolobal analogies to transition metal complexes	Inorganic Chemistry (2015) 54, (23) p. 11385-11398	8	293.00	2015	-1	
670168	P 1 21/c 1	Co Sb2	FeAsS#CoSb2	Generality of the 18-n rule: intermetallic structural chemistry explained through isolobal analogies to transition metal complexes	Inorganic Chemistry (2015) 54, (23) p. 11385-11398	4	293.00	2015	-1	
670171	I 4/m c m	Cu Al2	CuAl2	Generality of the 18-n rule: intermetallic structural chemistry explained through isolobal analogies to transition metal complexes	Inorganic Chemistry (2015) 54, (23) p. 11385-11398	4	293.00	2015	-1	
670173	C 1 2/m 1	Os Ge2	OsGe2	Generality of the 18-n rule: intermetallic structural chemistry explained through isolobal analogies to transition metal complexes	Inorganic Chemistry (2015) 54, (23) p. 11385-11398	4	293.00	2015	-1	
670174	P 62 2 2	Mo Sn2		Generality of the 18-n rule: intermetallic structural chemistry explained through isolobal analogies to transition metal complexes	Inorganic Chemistry (2015) 54, (23) p. 11385-11398	6	293.00	2015	-1	
670175	F m -3 m	Co Si2	Fluorite#CaF2	Generality of the 18-n rule: intermetallic structural chemistry explained through isolobal analogies to transition metal complexes	Inorganic Chemistry (2015) 54, (23) p. 11385-11398	4	293.00	2015	-1	
670177	F m -3 m	Fe Si2	Fluorite#CaF2	Generality of the 18-n rule: intermetallic structural chemistry explained through isolobal analogies to transition metal complexes	Inorganic Chemistry (2015) 54, (23) p. 11385-11398	4	293.00	2015	-1	
670184	P 63/m m c	Os2 C	Re2N	Structure, relative stabilities, physical properties, and hardness of osmium carbides with various stoichiometries: first-principle investigations	Journal of Physical Chemistry C (2015) 119, (37) p. 21639-21648	2	293.00	2015	-1	
670188	P -3 m 1	Mg C2		Crystal structures and chemical bonding of magnesium carbide at high pressure	Journal of Physical Chemistry C (2015) 119, (40) p. 23168-23174	1	293.00	2015	-1	
670191	F m -3 m	Mg2 C	Fluorite#CaF2	Crystal structures and chemical bonding of magnesium carbide at high pressure	Journal of Physical Chemistry C (2015) 119, (40) p. 23168-23174	4	293.00	2015	-1	
670192	P n m a	Mg2 C	TiNiSi#MgSrSi	Crystal structures and chemical bonding of magnesium carbide at high pressure	Journal of Physical Chemistry C (2015) 119, (40) p. 23168-23174	4	293.00	2015	-1	
670193	P 63/m m c	Mg2 C	Ni2In#Co1.75Ge	Crystal structures and chemical bonding of magnesium carbide at high pressure	Journal of Physical Chemistry C (2015) 119, (40) p. 23168-23174	2	293.00	2015	-1	
670196	P 42/m n m	Ti O2	Rutile#TiO2	A linear response DFT+U study of trends in the oxygen evolution activity of transition metal rutile dioxides	Journal of Physical Chemistry C (2015) 119, (9) p. 4827-4833	2	293.00	2015	-1	
670197	P 42/m n m	Cr O2	Rutile#TiO2	A linear response DFT+U study of trends in the oxygen evolution activity of transition metal rutile dioxides	Journal of Physical Chemistry C (2015) 119, (9) p. 4827-4833	2	293.00	2015	-1	
670198	P 42/m n m	Mn O2	Rutile#TiO2	A linear response DFT+U study of trends in the oxygen evolution activity of transition metal rutile dioxides	Journal of Physical Chemistry C (2015) 119, (9) p. 4827-4833	2	293.00	2015	-1	
670199	P 42/m n m	Nb O2	Rutile#TiO2	A linear response DFT+U study of trends in the oxygen evolution activity of transition metal rutile dioxides	Journal of Physical Chemistry C (2015) 119, (9) p. 4827-4833	2	293.00	2015	-1	
670200	P 42/m n m	Mo O2		A linear response DFT+U study of trends in the oxygen evolution activity of transition metal rutile dioxides	Journal of Physical Chemistry C (2015) 119, (9) p. 4827-4833	2	293.00	2015	-1	
670201	P 42/m n m	Ru O2	Rutile#TiO2	A linear response DFT+U study of trends in the oxygen evolution activity of transition metal rutile dioxides	Journal of Physical Chemistry C (2015) 119, (9) p. 4827-4833	2	293.00	2015	-1	
670202	P 42/m n m	Rh O2	Rutile#TiO2	A linear response DFT+U study of trends in the oxygen evolution activity of transition metal rutile dioxides	Journal of Physical Chemistry C (2015) 119, (9) p. 4827-4833	2	293.00	2015	-1	
670203	P 42/m n m	Re O2		A linear response DFT+U study of trends in the oxygen evolution activity of transition metal rutile dioxides	Journal of Physical Chemistry C (2015) 119, (9) p. 4827-4833	2	293.00	2015	-1	
670204	P 42/m n m	Ir O2	Rutile#TiO2	A linear response DFT+U study of trends in the oxygen evolution activity of transition metal rutile dioxides	Journal of Physical Chemistry C (2015) 119, (9) p. 4827-4833	2	293.00	2015	-1	
670205	P 42/m n m	Pt O2	Rutile#TiO2	A linear response DFT+U study of trends in the oxygen evolution activity of transition metal rutile dioxides	Journal of Physical Chemistry C (2015) 119, (9) p. 4827-4833	2	293.00	2015	-1	
670211	F m -3 m	Sc H2	Fluorite#CaF2	Theoretical study of phase separation of scandium hydrides under high pressure	Journal of Physical Chemistry C (2015) 119, (10) p. 5614-5625	4	293.00	2015	-1	
670212	P 4/m m m	Sc H2		Theoretical study of phase separation of scandium hydrides under high pressure	Journal of Physical Chemistry C (2015) 119, (10) p. 5614-5625	4	293.00	2015	-1	
670213	P -3 m 1	Sc H2	AgBiSe2	Theoretical study of phase separation of scandium hydrides under high pressure	Journal of Physical Chemistry C (2015) 119, (10) p. 5614-5625	4	293.00	2015	-1	
670214	P 6/m m m	Sc H2	SmNiSb	Theoretical study of phase separation of scandium hydrides under high pressure	Journal of Physical Chemistry C (2015) 119, (10) p. 5614-5625	1	293.00	2015	-1	
670308	P 63/m m c	Zr2 Sn	Ni2In#Co1.75Ge	Insight into structural, mechanical, electronic and thermodynamic properties of intermetallic phases in Zr-Sn system from first-principles calculations	Journal of Physics and Chemistry of Solids (2015) 86,  p. 177-185	2	293.00	2015	-1	
670313	I 4/m m m	Cs Xe2		Crystal structures and electronic properties of cesium xenides at high pressures	Journal of Physical Chemistry C (2015) 119, (44) p. 24996-25002	2	293.00	2015	-1	
670315	I m m m	Cs2 Xe		Crystal structures and electronic properties of cesium xenides at high pressures	Journal of Physical Chemistry C (2015) 119, (44) p. 24996-25002	2	293.00	2015	-1	
670319	I m m m	Cs Xe2		Crystal structures and electronic properties of cesium xenides at high pressures	Journal of Physical Chemistry C (2015) 119, (44) p. 24996-25002	2	293.00	2015	-1	
670323	P 63/m m c	Mg2 Ar		Anionic chemistry of noble gases: formation of Mg-NG (NG = Xe, Kr, Ar) compounds under pressure	Journal of the American Chemical Society (2015) 137, (44) p. 14122-14128	2	293.00	2015	-1	
670324	P 4/n m m Z	Mg2 Xe		Anionic chemistry of noble gases: formation of Mg-NG (NG = Xe, Kr, Ar) compounds under pressure	Journal of the American Chemical Society (2015) 137, (44) p. 14122-14128	2	293.00	2015	-1	
670325	I 4/m m m	Mg2 Xe	AlCr2#MoSi2	Anionic chemistry of noble gases: formation of Mg-NG (NG = Xe, Kr, Ar) compounds under pressure	Journal of the American Chemical Society (2015) 137, (44) p. 14122-14128	2	293.00	2015	-1	
670336	P 4/n m m Z	Mg Xe2		Anionic chemistry of noble gases: formation of Mg-NG (NG = Xe, Kr, Ar) compounds under pressure	Journal of the American Chemical Society (2015) 137, (44) p. 14122-14128	2	293.00	2015	-1	
670337	P 4/m m m	Mg Xe2		Anionic chemistry of noble gases: formation of Mg-NG (NG = Xe, Kr, Ar) compounds under pressure	Journal of the American Chemical Society (2015) 137, (44) p. 14122-14128	2	293.00	2015	-1	
670366	P 42/m n m	Mn O2	Rutile#TiO2	Rutile (beta-)MnO2 surfaces and vacancy formation for high electrochemical and catalytic performance	Journal of the American Chemical Society (2014) 136, (4) p. 1418-1426	2	293.00	2014	-1	
670380	F d d d Z	Ru Ga2	TiSi2	Orbital origins of helices and magic electron counts in the nowotny chimney ladders: the 18 - N rule and a path to incommensurability	Inorganic Chemistry (2014) 53, (19) p. 10627-10631	8	293.00	2014	-1	
670517	F d -3 m Z	Sc Co2	Laves(cub)#MgCu2	Phase stability, structural and elastic properties of C15-type Laves transition-metal compounds MCo2 from first-principles calculations	Journal of Alloys and Compounds (2015) 630,  p. 202-208	8	293.00	2015	-1	
670518	F d -3 m Z	Y Co2	Laves(cub)#MgCu2	Phase stability, structural and elastic properties of C15-type Laves transition-metal compounds MCo2 from first-principles calculations	Journal of Alloys and Compounds (2015) 630,  p. 202-208	8	293.00	2015	-1	
670519	F d -3 m Z	Ti Co2	Laves(cub)#MgCu2	Phase stability, structural and elastic properties of C15-type Laves transition-metal compounds MCo2 from first-principles calculations	Journal of Alloys and Compounds (2015) 630,  p. 202-208	8	293.00	2015	-1	
670520	F d -3 m Z	Zr Co2	Laves(cub)#MgCu2	Phase stability, structural and elastic properties of C15-type Laves transition-metal compounds MCo2 from first-principles calculations	Journal of Alloys and Compounds (2015) 630,  p. 202-208	8	293.00	2015	-1	
670521	F d -3 m Z	Hf Co2	Laves(cub)#MgCu2	Phase stability, structural and elastic properties of C15-type Laves transition-metal compounds MCo2 from first-principles calculations	Journal of Alloys and Compounds (2015) 630,  p. 202-208	8	293.00	2015	-1	
670522	F d -3 m Z	Nb Co2	Laves(cub)#MgCu2	Phase stability, structural and elastic properties of C15-type Laves transition-metal compounds MCo2 from first-principles calculations	Journal of Alloys and Compounds (2015) 630,  p. 202-208	8	293.00	2015	-1	
670523	F d -3 m Z	Ta Co2	Laves(cub)#MgCu2	Phase stability, structural and elastic properties of C15-type Laves transition-metal compounds MCo2 from first-principles calculations	Journal of Alloys and Compounds (2015) 630,  p. 202-208	8	293.00	2015	-1	
670530	I 4/m m m	Zr2 Cu	CuZr2	Phase competition mediated by composition and pressure in Zr2Cu1-xNix system	Journal of Alloys and Compounds (2015) 618,  p. 73-77	2	293.00	2015	-1	
670531	I 4/m c m	Zr2 Cu	CuAl2	Phase competition mediated by composition and pressure in Zr2Cu1-xNix system	Journal of Alloys and Compounds (2015) 618,  p. 73-77	4	293.00	2015	-1	
670532	I 4/m m m	Zr2 Ni	CuZr2	Phase competition mediated by composition and pressure in Zr2Cu1-xNix system	Journal of Alloys and Compounds (2015) 618,  p. 73-77	2	293.00	2015	-1	
670533	I 4/m c m	Zr2 Ni	CuAl2	Phase competition mediated by composition and pressure in Zr2Cu1-xNix system	Journal of Alloys and Compounds (2015) 618,  p. 73-77	4	293.00	2015	-1	
670547	F m -3 m	Au In2	Fluorite#CaF2	Structural, mechanical and thermodynamic properties of AuIn2 crystal under pressure: A first-principles density functional theory calculation	Journal of Alloys and Compounds (2015) 619,  p. 576-584	4	293.00	2015	-1	
670573	P b c m	Fe2 C		Elastic anisotropy of iron carbides with trigonal-prismatic coordination of C by Fe	Journal of Alloys and Compounds (2015) 633,  p. 390-394	4	293.00	2015	-1	
670631	F d -3 m Z	Al2 La	Laves(cub)#MgCu2	First-principles phase stability and elastic properties of Al-La binary system intermetallic compounds	Intermetallics (2015) 60,  p. 92-97	8	293.00	2015	-1	
670635	P 63/m m c	Mg2 Ca	Laves(2H)#MgZn2	The native point defects in C14 Mg2Ca Laves phase: A first-principles study	Intermetallics (2015) 65,  p. 29-34	4	293.00	2015	-1	
670640	P -3 m 1	Ca Si2	EuGe2#PtTe2	The 3R polymorph of Ca Si2	Journal of Solid State Chemistry (2015) 222,  p. 18-24	1	293.00	2015	-1	
670641	P 63 m c	Ca Si2	CdI2(hP6)	The 3R polymorph of Ca Si2	Journal of Solid State Chemistry (2015) 222,  p. 18-24	2	293.00	2015	-1	
670642	R -3 m H	Ca Si2	CaSi2(hR3)	The 3R polymorph of Ca Si2	Journal of Solid State Chemistry (2015) 222,  p. 18-24	3	293.00	2015	-1	
670643	R -3 m H	Ca Si2	CaSi2(hR6)	The 3R polymorph of Ca Si2	Journal of Solid State Chemistry (2015) 222,  p. 18-24	6	293.00	2015	-1	
670646	P 6/m m m	Y Ga2	SmNiSb	High pressure structural behavior of YGa2: A combined experimental and theoretical study	Journal of Solid State Chemistry (2015) 226,  p. 11-16	1	293.00	2015	-1	
670647	P 6/m m m	Y Ga2	AlB2	High pressure structural behavior of YGa2: A combined experimental and theoretical study	Journal of Solid State Chemistry (2015) 226,  p. 11-16	1	293.00	2015	-1	
670648	P 6/m m m	Y Ga2	AlB2	High pressure structural behavior of YGa2: A combined experimental and theoretical study	Journal of Solid State Chemistry (2015) 226,  p. 11-16	1	293.00	2015	-1	
670649	P 6/m m m	Y Ga2	AlB2	High pressure structural behavior of YGa2: A combined experimental and theoretical study	Journal of Solid State Chemistry (2015) 226,  p. 11-16	1	293.00	2015	-1	
670650	P 6/m m m	Y Ga2	SmNiSb	High pressure structural behavior of YGa2: A combined experimental and theoretical study	Journal of Solid State Chemistry (2015) 226,  p. 11-16	1	293.00	2015	-1	
670651	P 6/m m m	Y Ga2	SmNiSb	High pressure structural behavior of YGa2: A combined experimental and theoretical study	Journal of Solid State Chemistry (2015) 226,  p. 11-16	1	293.00	2015	-1	
670652	P 6/m m m	Y Ga2	SmNiSb	High pressure structural behavior of YGa2: A combined experimental and theoretical study	Journal of Solid State Chemistry (2015) 226,  p. 11-16	1	293.00	2015	-1	
670653	P 6/m m m	Y Ga2	SmNiSb	High pressure structural behavior of YGa2: A combined experimental and theoretical study	Journal of Solid State Chemistry (2015) 226,  p. 11-16	1	293.00	2015	-1	
670654	P 6/m m m	Y Ga2	SmNiSb	High pressure structural behavior of YGa2: A combined experimental and theoretical study	Journal of Solid State Chemistry (2015) 226,  p. 11-16	1	293.00	2015	-1	
670655	P 6/m m m	Y Ga2	SmNiSb	High pressure structural behavior of YGa2: A combined experimental and theoretical study	Journal of Solid State Chemistry (2015) 226,  p. 11-16	1	293.00	2015	-1	
670671	P 63/m m c	Zr O2	Ni2In#Co1.75Ge	Novel high-pressure phase of ZrO2: An ab initio prediction	Journal of Solid State Chemistry (2015) 230,  p. 233-236	2	293.00	2015	-1	
670734	P 42/m n m	Os O2		Hydrogen diffusion behavior and vacancy interaction behavior in OsO2 and RuO2 by ab initio calculations	Computational Materials Science (2015) 102,  p. 14-20	2	293.00	2015	-1	
670735	P 42/m n m	Ru O2	Rutile#TiO2	Hydrogen diffusion behavior and vacancy interaction behavior in OsO2 and RuO2 by ab initio calculations	Computational Materials Science (2015) 102,  p. 14-20	2	293.00	2015	-1	
670736	F d -3 m Z	Ti Cr2	Laves(cub)#MgCu2	Ab initio calculations of structural, elastic and thermal properties of TiCr2 and (Ti,Mg)(Mg,Cr)2 Laves phases	Computational Materials Science (2015) 96,  p. 348-353	8	293.00	2015	-1	
670742	F m -3 m	Ce O2	Fluorite#CaF2	Elastic properties and electronic structure of transition metal atoms in CeO2 solid solution: First principle studies	Computational Materials Science (2015) 98,  p. 459-465	4	293.00	2015	-1	
670776	P 63/m m c	Hf Al2	Laves(2H)#MgZn2	Phase stability and anisotropic elastic properties of the Hf-Al intermetallics: A DFT calculation	Computational Materials Science (2015) 110,  p. 10-19	4	293.00	2015	-1	
670781	I 4/m c m	Hf2 Al	CuAl2	Phase stability and anisotropic elastic properties of the Hf-Al intermetallics: A DFT calculation	Computational Materials Science (2015) 110,  p. 10-19	4	293.00	2015	-1	
670841	P n m a	Ge2 H	Cotunnite#PbCl2	Ab initio study of germanium-hydride compounds under high pressure	RSC Advances (2015) 5, (25) p. 19432-19438	4	293.00	2015	-1	
670860	P n m a	Rh2 Si	Co2Si	Exploration of stable stoichiometries, physical properties and hardness in the Rh-Si system: A first-principles study	RSC Advances (2015) 5, (66) p. 53497-53503	4	293.00	2015	-1	
670867	C m c a	Rh Si2		Exploration of stable stoichiometries, physical properties and hardness in the Rh-Si system: A first-principles study	RSC Advances (2015) 5, (66) p. 53497-53503	16	293.00	2015	-1	
670873	F d -3 m Z	Ni2 Y	Laves(cub)#MgCu2	Thermodynamic predicting and atomistic modeling the favored compositions for Mg-Ni-Y metallic glasses	RSC Advances (2015) 5, (74) p. 60220-60229	8	293.00	2015	-1	
670885	P 42/m n m	Ti O2	Rutile#TiO2	Density functional theory and experimental studies of caffeic acid adsorption on zinc oxide and titanium dioxide nanoparticles	RSC Advances (2015) 5, (129) p. 106877-106885	2	293.00	2015	-1	
670892	P b c n	Mo2 C	Fe2N-zeta	Elastic and thermodynamic properties of Mo2C polymorphs from first principles calculations	Ceramics International (2015) 41, (4) p. 5239-5246	4	293.00	2015	-1	
670894	P -3 m 1	Mo2 C		Elastic and thermodynamic properties of Mo2C polymorphs from first principles calculations	Ceramics International (2015) 41, (4) p. 5239-5246	6	293.00	2015	-1	
670903	P 42/m n m	Mg H2	Rutile#TiO2	Theoretical study on the effects of the magnesium hydride doping with cobalt and nickel on the hydrogen release	International Journal of Hydrogen Energy (2015) 40, (15) p. 5319-5325	2	293.00	2015	-1	
670905	P 42/m n m	Mg H2	Rutile#TiO2	The hydrogen ab/desorption kinetic properties of doped magnesium hydride MgH2 systems by first principles calculations and kinetic Monte Carlo simulations	International Journal of Hydrogen Energy (2015) 40, (18) p. 6137-6144	2	293.00	2015	-1	
670906	P 42/m n m	Ti O2	Rutile#TiO2	Improvement in dehydrogenation performance of Mg(BH4)2.2NH3 doped with transition metal: First-principles investigation	International Journal of Hydrogen Energy (2015) 40, (28) p. 8721-8731	2	293.00	2015	-1	
670915	C 1 2/m 1	C Li2		Structural diversity in lithium carbides	Physical Review B: Condensed Matter and Materials Physics (2015) 92, (21)  Article ID 214106 (p. 1-10)	6	293.00	2015	-1	
670916	C m c a	C Li2		Structural diversity in lithium carbides	Physical Review B: Condensed Matter and Materials Physics (2015) 92, (21)  Article ID 214106 (p. 1-10)	8	293.00	2015	-1	
670928	P 41 21 2	O2 Si	α−Cristobalite#SiO2	Dispersion effects in SiO2 polymorphs: An ab initio study	Physical Review B: Condensed Matter and Materials Physics (2015) 92, (14)  Article ID 144111 (p. 1-13)	4	293.00	2015	-1	
670929	P 31 2 1	O2 Si	Quartz(low)#SiO2	Dispersion effects in SiO2 polymorphs: An ab initio study	Physical Review B: Condensed Matter and Materials Physics (2015) 92, (14)  Article ID 144111 (p. 1-13)	3	293.00	2015	-1	
670930	P n n m	O2 Si	Ferrierite(oP)-frame#Si36O72	Dispersion effects in SiO2 polymorphs: An ab initio study	Physical Review B: Condensed Matter and Materials Physics (2015) 92, (14)  Article ID 144111 (p. 1-13)	36	293.00	2015	-1	
670931	P 42/m n m	O2 Si	Rutile#TiO2	Dispersion effects in SiO2 polymorphs: An ab initio study	Physical Review B: Condensed Matter and Materials Physics (2015) 92, (14)  Article ID 144111 (p. 1-13)	2	293.00	2015	-1	
670941	F d -3 m Z	Bi2 Cs	Laves(cub)#MgCu2	Thermodynamic description of the Bi-Cs and Bi-Tm system supported by first-principles calculations	CALPHAD: Computer Coupling of Phase Diagrams and Thermochemistry (2015) 48,  p. 72-78	8	293.00	2015	-1	
670954	F d -3 m Z	Nb Cr2	Laves(cub)#MgCu2	Thermodynamic modeling of Cr-Nb and Zr-Cr with extension to the ternary Zr-Nb-Cr system	CALPHAD: Computer Coupling of Phase Diagrams and Thermochemistry (2015) 50,  p. 134-143	8	293.00	2015	-1	
670955	F d -3 m Z	Zr Cr2	Laves(cub)#MgCu2	Thermodynamic modeling of Cr-Nb and Zr-Cr with extension to the ternary Zr-Nb-Cr system	CALPHAD: Computer Coupling of Phase Diagrams and Thermochemistry (2015) 50,  p. 134-143	8	293.00	2015	-1	
670967	P 63/m m c	Ni2 Al	Ni2In#Co1.75Ge	Thermodynamic modelling of the general NiAs-type structure: A study of first principle energies of formation for binary Ni-containing B8 compounds	CALPHAD: Computer Coupling of Phase Diagrams and Thermochemistry (2015) 50,  p. 174-181	2	293.00	2015	-1	
670968	P 63/m m c	Ni2 Ga	Ni2In#Co1.75Ge	Thermodynamic modelling of the general NiAs-type structure: A study of first principle energies of formation for binary Ni-containing B8 compounds	CALPHAD: Computer Coupling of Phase Diagrams and Thermochemistry (2015) 50,  p. 174-181	2	293.00	2015	-1	
670969	P 63/m m c	Ni2 In	Ni2In#Co1.75Ge	Thermodynamic modelling of the general NiAs-type structure: A study of first principle energies of formation for binary Ni-containing B8 compounds	CALPHAD: Computer Coupling of Phase Diagrams and Thermochemistry (2015) 50,  p. 174-181	2	293.00	2015	-1	
670970	P 63/m m c	Ni2 Si	Ni2In#Co1.75Ge	Thermodynamic modelling of the general NiAs-type structure: A study of first principle energies of formation for binary Ni-containing B8 compounds	CALPHAD: Computer Coupling of Phase Diagrams and Thermochemistry (2015) 50,  p. 174-181	2	293.00	2015	-1	
670971	P 63/m m c	Ni2 Ge	Ni2In#Co1.75Ge	Thermodynamic modelling of the general NiAs-type structure: A study of first principle energies of formation for binary Ni-containing B8 compounds	CALPHAD: Computer Coupling of Phase Diagrams and Thermochemistry (2015) 50,  p. 174-181	2	293.00	2015	-1	
670972	P 63/m m c	Ni2 Sn	Ni2In#Co1.75Ge	Thermodynamic modelling of the general NiAs-type structure: A study of first principle energies of formation for binary Ni-containing B8 compounds	CALPHAD: Computer Coupling of Phase Diagrams and Thermochemistry (2015) 50,  p. 174-181	2	293.00	2015	-1	
670973	P 63/m m c	Ni2 As	Ni2In#Co1.75Ge	Thermodynamic modelling of the general NiAs-type structure: A study of first principle energies of formation for binary Ni-containing B8 compounds	CALPHAD: Computer Coupling of Phase Diagrams and Thermochemistry (2015) 50,  p. 174-181	2	293.00	2015	-1	
670974	P 63/m m c	Ni2 Sb	Ni2In#Co1.75Ge	Thermodynamic modelling of the general NiAs-type structure: A study of first principle energies of formation for binary Ni-containing B8 compounds	CALPHAD: Computer Coupling of Phase Diagrams and Thermochemistry (2015) 50,  p. 174-181	2	293.00	2015	-1	
670981	P 63/m m c	Nb Ni2	Laves(2H)#MgZn2	Thermodynamic modelling of the Nb-Ni-Si phase diagram based on the 1073 K isothermal section using ab initio calculations	CALPHAD: Computer Coupling of Phase Diagrams and Thermochemistry (2015) 51,  p. 57-66	4	293.00	2015	-1	
670983	P 63/m m c	Nb Si2	Laves(2H)#MgZn2	Thermodynamic modelling of the Nb-Ni-Si phase diagram based on the 1073 K isothermal section using ab initio calculations	CALPHAD: Computer Coupling of Phase Diagrams and Thermochemistry (2015) 51,  p. 57-66	4	293.00	2015	-1	
671034	P 42/m n m	Mo2 Ni	β−U#Cr0.49Fe0.51	ZenGen, a tool to generate ordered configurations for systematic first-principles calculations: The Cr-Mo-Ni-Re system as a case study	CALPHAD: Computer Coupling of Phase Diagrams and Thermochemistry (2015) 51,  p. 233-240	10	293.00	2015	-1	
671089	P 63/m m c	Sr Mg2	Laves(2H)#MgZn2	Mechanical, electronic and thermodynamic properties of C14-type AMg2 (A = Ca, Sr and Ba) compounds from first principles calculations	Computational Materials Science (2015) 97,  p. 75-85	4	293.00	2015	-1	
671097	F m -3 m	Mg2 Si1	Fluorite#CaF2	The effect of point defects and nanoparticles on thermal conductivity of magnesium silicide	Computational Materials Science (2015) 104,  p. 172-176	4	293.00	2015	-1	
671102	P 63/m m c	Al Zr2	Ni2In#Co1.75Ge	Cluster characteristics and physical properties of binary Al-Zr intermetallic compounds from first principles studies	Computational Materials Science (2015) 103,  p. 170-178	2	293.00	2015	-1	
671137	P n m a	Bi H2		Stabilization and highly metallic properties of heavy group-V hydrides at high pressures	Physical Review B: Condensed Matter and Materials Physics (2015) 92, (22)  Article ID 224109 (p. 1-5)	4	293.00	2015	-1	
671183	P -3 m 1	Mo2 C1	CdI2(hP3)	Structural and chemical determination of the new nanolaminated carbide Mo2Ga2C from first principles and materials analysis	Acta Materialia (2015) 99,  p. 157-164	1	293.00	2015	-1	
